Financial year,Local authority name,Region,Carers of people in adult social care quality of life (Score (between 0 and 12)),Carers who found it easy to find information about services (Percentage),People in adult social care quality of life (Score (between -0.8 and 1.0)),People who use services who found it easy to find information (Percentage),"Requests resulting in a service (per 100,000 population)",Short term service provision (Percentage),Workforce turnover rate (Percentage),Council tax collection rates (in year) (Percentage),Council tax revenue per dwelling (GBP),Debt servicing as percentage of core spending power (Percentage),Level of band D council tax rates (GBP),Non-ringfenced reserves as percentage of net revenue expenditure (Percentage),Non-ringfenced reserves as percentage of service spend (Percentage),Nondomestic rates collection rates (in year) (Percentage),"Number of upheld complaints (per 100,000 population)",Social care spend as percentage of core spending power (Percentage),Total core spending power per dwelling (GBP),Total debt as percentage of core spending power (Percentage),Household waste recycling rate (Percentage),Recycling contamination rate (Percentage),Residual household waste (kg per household)
2015-16,central bedfordshire,East of England,7.415964523,61.35920177,0.402452128,74.4,686,65,28.73509934,97.8,1408.29,12.98448478,1308.33,119.5082063,97.07708089,98.6,3.7,64.55263852,1692.39,540.1090158,45,5,553.1
2016-17,central bedfordshire,East of England,8.1,67.4,0.39,76,854,80.6,28.73509934,98,1477.81,12.98448478,1360.01,119.5082063,97.07708089,99,2.9,64.55263852,1674.56,540.1090158,46.2,6,544.5
2017-18,central bedfordshire,East of England,7.415964523,61.35920177,0.423,75.5,869,67.7,28.73509934,97.9,1546.76,8,1421.88,38.7,37.9,98.5,2.9,60,1676.15,540.1090158,44.9,4.2,561.1
2018-19,central bedfordshire,East of England,7.2,64.2,0.409,67.3,1142,69.8,28.73509934,98,1628.5,8.3,1485.78,32.8,33.6,99.4,4.2,61.8,1648.34,260.2,44.2,5,560
2019-20,central bedfordshire,East of England,7.415964523,61.35920177,0.404,70.9,1116,62.7,28.73509934,97.8,1682.86,8.2,1500.64,27.9,27.3,99,2.1,68.1,1632.11,265.6,43.9,5.6,560.5
2020-21,central bedfordshire,East of England,7.415964523,61.35920177,0.402452128,71.01325167,990,48.3,28.73509934,96.9,1756.77,8.5,1559.91,42.6,47.2,96.5,3.4,61.3,1725.18,268,46.1,6,548.3
2021-22,central bedfordshire,East of England,7.2,62.1,0.39,64.9,1035,51.2,34.8,97.4,1833.4,8.9,1637.11,61,56.7,97.3,2.7,63.8,1764.72,269.7,45.8,7.2,550.6
2015-16,cheshire east,North West,7.415964523,61.35920177,0.402452128,78.9,1317,83.2,28.73509934,98.1,1243.11,12.98448478,1216.34,119.5082063,97.07708089,98.4,5.3,64.55263852,1520.08,540.1090158,55.3,1.5,486.3
2016-17,cheshire east,North West,7.6,65.5,0.405,74,1683,86,28.73509934,98.3,1311.46,12.98448478,1261.95,119.5082063,97.07708089,97.7,3.2,64.55263852,1503.24,540.1090158,55.2,2.4,499.5
2017-18,cheshire east,North West,7.415964523,61.35920177,0.448,72,1787,91,28.73509934,98.2,1378.85,3.6,1324.92,22.3,20.8,98.3,6.3,65.8,1515.22,540.1090158,54.4,2.4,487.5
2018-19,cheshire east,North West,7,59.9,0.41,72.8,2283,90.4,28.73509934,98.2,1471.55,4.7,1404.28,20.4,19.1,98.5,3.7,65,1545.63,10,51.8,4.6,492.2
2019-20,cheshire east,North West,7.415964523,61.35920177,0.438,69.4,2001,92.4,28.73509934,97.9,1543.7,5.2,1446.27,15.1,14.1,98.2,4.4,67.2,1570.05,122.7,56.5,3.5,477.8
2020-21,cheshire east,North West,7.415964523,61.35920177,0.402452128,71.01325167,1693,91.9,28.73509934,97.4,1614.74,4.8,1503.98,34.5,29.2,92.4,5.4,69.5,1667.57,129.5,57.5,3.3,476
2021-22,cheshire east,North West,7.3,58,0.432,70.4,2142,91.5,29,97.8,1689.76,5.3,1579.03,25.5,21.8,95.6,4.5,72.2,1705.54,129.4,56.3,5.7,480
2015-16,cheshire west and chester,North West,7.415964523,61.35920177,0.402452128,73.4,1220,62.9,28.73509934,97.7,1170.25,12.98448478,1275.23,119.5082063,97.07708089,99.2,3.6,64.55263852,1618.06,540.1090158,57.7,0,453.6
2016-17,cheshire west and chester,North West,8,58.5,0.427,75.4,1364,58.5,28.73509934,97.7,1226.24,12.98448478,1326.11,119.5082063,97.07708089,98.3,2.1,64.55263852,1580.82,540.1090158,58,0,462
2017-18,cheshire west and chester,North West,7.415964523,61.35920177,0.38,74.6,1228,69,28.73509934,97.3,1273.61,7.2,1379.02,46.5,44.9,98.8,2.1,56.8,1588.66,540.1090158,58.3,0,433.3
2018-19,cheshire west and chester,North West,7.2,57.6,0.399,69.1,1604,62.1,28.73509934,97.3,1349.26,9.8,1447.83,52.9,49.5,98.4,3.2,59.6,1608.36,158.9,59,0,425.1
2019-20,cheshire west and chester,North West,7.415964523,61.35920177,0.381,69.3,1578,55.6,28.73509934,97.2,1447.78,11.1,1520.08,54.8,50.5,98.3,2.6,64.5,1662.59,146.8,56.4,0,453.9
2020-21,cheshire west and chester,North West,7.415964523,61.35920177,0.402452128,71.01325167,1385,61.1,28.73509934,97,1514.87,7.9,1580.73,73.1,61.1,94.2,2,64.4,1756.9,147.2,54.5,0,493.7
2021-22,cheshire west and chester,North West,7.2,57.9,0.408,65.8,1306,70.6,27.7,96.8,1568.01,15.3,1659.61,44,42.5,97.9,4.8,67.1,1781.72,144.8,57.6,0,448.2
2015-16,city of london,London,7.415964523,61.35920177,0.402452128,71.01325167,1058,64.7,28.73509934,99,909.56,12.98448478,803.41,119.5082063,97.07708089,98.6,0,64.55263852,5016.67,540.1090158,30.8,5.6,383
2016-17,city of london,London,7.7,71.4,0.332,77.7,1384,71.4,28.73509934,98.9,976.55,12.98448478,808.85,119.5082063,97.07708089,99.3,27.6,64.55263852,4859.6,540.1090158,28.5,7.2,398
2017-18,city of london,London,7.415964523,61.35920177,0.402452128,71.01325167,1641,95.2,28.73509934,98.3,981.88,0,805.38,113.5,70.2,99.5,0,26.6,4620.19,540.1090158,29.2,6,380.5
2018-19,city of london,London,7.5,87.5,0.337,90.7,1723,100,28.73509934,98.3,993.92,0,806.06,72.2,57.5,99.4,0,29.3,4256.9,140,29.9,4,378.8
2019-20,city of london,London,7.415964523,61.35920177,0,71.01325167,1358,100,28.73509934,97.8,1071.94,0,846.31,141.1,81.3,99.6,10.3,31.3,4191.11,140.7,28.9,2.2,379.5
2020-21,city of london,London,7.415964523,61.35920177,0.402452128,71.01325167,1536,100,28.73509934,94.4,1140.13,0,880.1,134.6,85.9,97.4,0,34.6,4276.93,161.8,30.3,6.3,287.1
2021-22,city of london,London,7.3,80,0.316,72.2,1878,57.1,25,96.3,1171.24,0,906.41,187.6,103,97.6,23.2,40.8,4323.78,242.6,31.9,4.8,309.8
2015-16,cornwall,South West,7.415964523,61.35920177,0.402452128,68.2,2263,94.2,28.73509934,97.2,1089.14,12.98448478,1293.92,119.5082063,97.07708089,97.5,6.2,64.55263852,1687.48,540.1090158,33.6,3.1,656.8
2016-17,cornwall,South West,7.3,60.3,0.436,73.2,2057,93.3,28.73509934,97.4,1144.85,12.98448478,1345.29,119.5082063,97.07708089,98.1,6.7,64.55263852,1641.67,540.1090158,34.6,3.7,651.4
2017-18,cornwall,South West,7.415964523,61.35920177,0.445,70.5,2487,93.5,28.73509934,97.5,1199.95,11,1398.7,50.8,53.1,98,7.8,53.9,1656.62,540.1090158,35.4,3.8,636.7
2018-19,cornwall,South West,6.9,60.6,0.431,67.5,2550,86.8,28.73509934,97.5,1289.71,22,1468.5,48.8,50.9,97.8,6.7,56.4,1686.56,208.6,38.1,0.3,603.2
2019-20,cornwall,South West,7.415964523,61.35920177,0.429,63.4,2113,90.3,28.73509934,97.3,1364.24,9.8,1527.09,41.4,42.8,97.7,5.8,60.4,1714.15,220.2,33.3,0.3,640.1
2020-21,cornwall,South West,7.415964523,61.35920177,0.402452128,71.01325167,2555,93.8,28.73509934,96.9,1432.85,10,1588.02,45.6,42.3,94.3,3.1,63.9,1812.5,230.1,33.3,0.4,663.4
2021-22,cornwall,South West,6.7,55.3,0.413,61.6,2482,91.2,30.9,97.2,1486.42,9.6,1667.26,56.7,49.8,97.3,3.5,65,1850.28,237.5,34,0.4,672
2015-16,coventry,West Midlands,7.415964523,61.35920177,0.402452128,69.5,1820,67.2,28.73509934,95.8,862.17,12.98448478,1375.12,119.5082063,97.07708089,97.8,3.2,64.55263852,1780.45,540.1090158,30.3,4.8,649.8
2016-17,coventry,West Midlands,7.2,59.5,0.431,69.4,2258,66.9,28.73509934,95.8,930.39,12.98448478,1429.37,119.5082063,97.07708089,97.8,4.2,64.55263852,1730.08,540.1090158,29.9,5,660.6
2017-18,coventry,West Midlands,7.415964523,61.35920177,0.39,68.5,1823,74.7,28.73509934,95.9,986.72,16.7,1500.05,44.4,40.9,98.2,5.6,63.9,1756.78,540.1090158,32.9,6,611.1
2018-19,coventry,West Midlands,7.5,60.1,0.391,65,1882,72.3,28.73509934,95.7,1056.57,9.9,1574.23,43.5,40,98.2,2.7,64.1,1768.07,169.2,34.1,8.8,588.8
2019-20,coventry,West Midlands,7.415964523,61.35920177,0.408,69.8,2182,66.8,28.73509934,95.5,1123.47,9.7,1620.59,26.4,23.6,98,3,67.2,1784.98,179.4,33.4,10.7,597.4
2020-21,coventry,West Midlands,7.415964523,61.35920177,0.402452128,71.01325167,2435,60.4,28.73509934,94.4,1174.23,10.1,1684.52,63.6,50.6,91.3,2.6,66,1852.75,177.2,34,14.3,585.7
2021-22,coventry,West Midlands,7,58.7,0.439,66.2,2753,65.1,24.6,94.1,1206.12,10.6,1767.82,54.9,41.8,95.7,2.9,67.1,1897.11,168.6,28.6,16.7,590.1
2015-16,croydon,London,7.415964523,61.35920177,0.402452128,68.1,915,65.3,28.73509934,97,1126.68,12.98448478,1171.39,119.5082063,97.07708089,98.6,5.5,64.55263852,1814.95,540.1090158,37.8,3.2,634.3
2016-17,croydon,London,7.2,60.9,0.375,70.3,1078,51.3,28.73509934,97.3,1172.93,12.98448478,1218.13,119.5082063,97.07708089,99.9,8.1,64.55263852,1764.59,540.1090158,38.6,3.1,545.4
2017-18,croydon,London,7.415964523,61.35920177,0.391,71.6,1881,68.1,28.73509934,97.4,1246.74,16.6,1278.91,6.2,5.6,99,8.6,67.6,1766.18,540.1090158,37.9,3,554.7
2018-19,croydon,London,6.8,56.8,0.342,66.4,2214,73.7,28.73509934,97.2,1329.99,13.4,1342.73,9.1,7.2,100,9.9,81.3,1777.83,453,47.3,2.4,431.4
2019-20,croydon,London,7.415964523,61.35920177,0.375,59.1,2055,74.45255198,28.73509934,97.1,1425.87,13,1396.31,7.2,5.9,99.1,8,85.6,1810.29,475.8,49.2,3.2,381
2020-21,croydon,London,7.415964523,61.35920177,0.402452128,71.01325167,673,100,28.73509934,95.6,1508.55,14.4,1452.03,28.5,20.9,95.5,5.9,84,1918.69,516.5,41.3,5.2,501.1
2021-22,croydon,London,6.8,45.3,0.399,61.1,975,96,27.8,95.8,1547.32,16,1524.49,65.9,45.8,99.4,10.5,70.9,1926.98,478.6,38.5,5.8,532.1
2015-16,darlington,North East,7.415964523,61.35920177,0.402452128,76.7,2310,80.3,28.73509934,95.2,978.82,12.98448478,1263.34,119.5082063,97.07708089,98.4,11.3,64.55263852,1625.29,540.1090158,37,10.3,563.1
2016-17,darlington,North East,7.6,64.3,0.404,73.4,2090,86.1,28.73509934,95.8,1026.07,12.98448478,1313.75,119.5082063,97.07708089,97.9,5.6,64.55263852,1577.49,540.1090158,37.4,9.5,554
2017-18,darlington,North East,7.415964523,61.35920177,0.419,80.6,3160,81.8,28.73509934,95.6,1074.34,5.2,1379.3,48.4,42.8,98.9,5.6,63.1,1595.42,540.1090158,40.6,6.9,512.5
2018-19,darlington,North East,7.6,66.3,0.441,78.2,3412,86,28.73509934,96,1144.2,5.5,1461.93,51.5,42.9,97.7,10.3,67,1617.92,246.4,39.8,5,516.3
2019-20,darlington,North East,7.415964523,61.35920177,0.432,69.1,3234,85.9,28.73509934,96.2,1199.81,4.3,1505.64,49.3,40.9,99.4,5.6,68.8,1629.57,246.3,40.8,7,507.6
2020-21,darlington,North East,7.415964523,61.35920177,0.402452128,71.01325167,3557,84.2,28.73509934,95.8,1256.5,5.4,1565.56,75.5,60.6,97.1,3.7,71.4,1712.53,237.4,35.1,12.3,601.6
2021-22,darlington,North East,6.9,53.7,0.431,61.2,3612,89.5,30.3,94.9,1315.32,5.9,1643.69,113,85.6,98.1,4.6,69.8,1758.22,220.7,32.4,9.4,600.7
2015-16,derby,East Midlands,7.415964523,61.35920177,0.402452128,70.2,1637,86,28.73509934,93.8,858.99,12.98448478,1189.03,119.5082063,97.07708089,96.9,2,64.55263852,1642.52,540.1090158,32.3,10.1,638.9
2016-17,derby,East Midlands,7.4,63.4,0.434,70.4,1996,78.7,28.73509934,94.1,911.69,12.98448478,1236.47,119.5082063,97.07708089,96.1,3.5,64.55263852,1586.46,540.1090158,35.3,7.7,614.9
2017-18,derby,East Midlands,7.415964523,61.35920177,0.452,63,1502,68.2,28.73509934,94.1,968.83,8.6,1298.17,64.5,53.2,96.8,2.3,73.7,1611.71,540.1090158,36.3,5.3,605
2018-19,derby,East Midlands,6.6,52.3,0.394,58.7,1683,65.4,28.73509934,94.1,1037.52,8.4,1375.93,59.1,51.7,97,3.9,71,1641.37,342.7,38.8,4.2,583.5
2019-20,derby,East Midlands,7.415964523,61.35920177,0.368,63.6,1664,55.3,28.73509934,93.6,1091.81,8.2,1417.07,41.8,37.1,96.9,2.7,71.9,1659.28,331.2,42.1,5.7,578.8
2020-21,derby,East Midlands,7.415964523,61.35920177,0.402452128,71.01325167,1354,60.9,28.73509934,92.3,1143.47,7.9,1473.61,48.8,37.4,90.2,3.5,75.5,1754.41,339.7,36.7,8.5,599.1
2021-22,derby,East Midlands,6.7,44.8,0.365,61.5,1143,64,32.1,92.6,1196.43,7.2,1547.14,44.7,35.2,96,1.5,76.1,1810.28,329.6,37.3,7.9,578.6
2015-16,doncaster,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,75,1224,78.3,28.73509934,94.1,798.93,12.98448478,1145.09,119.5082063,97.07708089,96,3.3,64.55263852,1663.7,540.1090158,45.5,0,562.7
2016-17,doncaster,Yorkshire and The Humber,8.1,62.6,0.43,72,1297,80.6,28.73509934,94.6,836.76,12.98448478,1190.32,119.5082063,97.07708089,97,2.6,64.55263852,1594.27,540.1090158,47,0,570.9
2017-18,doncaster,Yorkshire and The Humber,7.415964523,61.35920177,0.446,76.3,1516,77.1,28.73509934,94.8,884.41,6.6,1237.81,24.6,24.5,97.3,4.2,63.8,1629.46,540.1090158,45.8,0.5,553.6
2018-19,doncaster,Yorkshire and The Humber,6.9,49.5,0.438,64.9,1540,77.4,28.73509934,94.7,933.78,7.3,1287.2,29,27,97.8,2.6,65.1,1644.78,242.3,46.4,4,529.6
2019-20,doncaster,Yorkshire and The Humber,7.415964523,61.35920177,0.411,74.7,1170,84.7,28.73509934,94.7,1006.87,6.7,1351.43,23.1,22.1,97.2,2.2,67.1,1677.15,238.1,46.4,2.1,525.8
2020-21,doncaster,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,71.01325167,949,85.8,28.73509934,93.4,1049.19,7,1405.35,50.4,40.8,92.6,1,66,1775.45,238,43.4,3.3,565.7
2021-22,doncaster,Yorkshire and The Humber,6.3,51.9,0.416,61.6,993,34.2,30.7,94.6,1062.52,5.3,1446.1,52.2,43.4,96.9,3.6,70.9,1794.5,213.8,44.8,3.9,559.7
2019-20,dorset,South West,7.415964523,61.35920177,0.418,71.1,1444,69.7,28.73509934,97.9,1728.72,9.4,1629.75,33.2,34.6,97.7,1.3,65.6,1715.75,98.4,58.9,9.8,397.8
2020-21,dorset,South West,7.415964523,61.35920177,0.402452128,71.01325167,2233,60.6,28.73509934,95.2,1790.33,2.5,1694.79,52.1,38.5,88.3,4.5,79.6,1796.81,97.1,60.1,10.1,392
2021-22,dorset,South West,7.4,62,0.397,68.4,1353,95.5,44.6,96,1868.98,7.1,1779.39,39.2,31.7,93.2,5.2,62.8,1852.38,93.7,59.8,10.8,405.9
2015-16,dudley,West Midlands,7.415964523,61.35920177,0.402452128,77.6,2461,54.8,28.73509934,97.2,822.52,12.98448478,1125.35,119.5082063,97.07708089,96.7,2.2,64.55263852,1635.17,540.1090158,38.5,1.2,565.7
2016-17,dudley,West Midlands,7.7,60.3,0.435,76.7,2630,36.1,28.73509934,97.1,872.6,12.98448478,1170.24,119.5082063,97.07708089,95.7,2.8,64.55263852,1578.68,540.1090158,37.3,2.6,576.8
2017-18,dudley,West Midlands,7.415964523,61.35920177,0.421,75.3,2524,63.8,28.73509934,97,916.31,9.7,1216.92,24.9,23.7,96.2,1.9,63.1,1609.92,540.1090158,35.5,1.2,579
2018-19,dudley,West Midlands,7.9,62.8,0.428,75.4,2170,71.9,28.73509934,96.8,977.93,15.4,1271.53,20.4,20.5,97.5,4.1,65.8,1636.79,320.8,35.3,1.3,575.9
2019-20,dudley,West Midlands,7.415964523,61.35920177,0.426,68.7,2569,69,28.73509934,97.1,1040.18,14.4,1328.6,11.9,11.9,97,3.4,67.4,1662.04,298.6,37.8,0.7,547
2020-21,dudley,West Midlands,7.415964523,61.35920177,0.402452128,71.01325167,2904,62.5,28.73509934,96.4,1088.38,13.9,1381.6,22.7,18.8,93.6,5.3,67.7,1754.06,286.9,36.9,0.9,575.1
2021-22,dudley,West Midlands,7.4,60,0.428,61.1,3512,71.4,23.5,96,1126.55,13.2,1450.51,19.3,16.8,95.9,4.3,66.6,1805.79,267.8,36.4,1,578.6
2015-16,ealing,London,7.415964523,61.35920177,0.402452128,71.2,1009,70.7,28.73509934,96.6,1095.53,12.98448478,1059.93,119.5082063,97.07708089,96.1,3.5,64.55263852,1922.26,540.1090158,43,0.5,395.4
2016-17,ealing,London,7.7,58.8,0.391,71.5,932,67,28.73509934,97.3,1120.5,12.98448478,1059.93,119.5082063,97.07708089,97,5.5,64.55263852,1835.11,540.1090158,50.7,3.3,318.9
2017-18,ealing,London,7.415964523,61.35920177,0.387,69.4,751,57.6,28.73509934,97,1155.93,14.6,1081.13,32.1,33.8,98,5.3,70.8,1806.35,540.1090158,48.8,7.9,328.5
2018-19,ealing,London,8.5,74.4,0.366,58.7,659,69,28.73509934,97,1232.52,14.9,1145.89,30.2,30.1,97.2,7,67.8,1814.97,307.7,52.6,5.4,284.7
2019-20,ealing,London,7.415964523,61.35920177,0.416,60.7,784,69.1,28.73509934,96.8,1308.31,14.9,1191.61,26.2,24,96.6,7.9,67.3,1825.46,293.3,48.3,5.9,315.4
2020-21,ealing,London,7.415964523,61.35920177,0.402452128,71.01325167,1497,86.1,28.73509934,95.5,1359.37,15.7,1239.15,30.1,26.9,90.6,5.6,57.8,1915.48,283,49,6.3,328
2021-22,ealing,London,6.7,44.1,0.362,60.1,1468,78.9,20.8,95.8,1420.98,16.5,1300.99,45.5,39.5,92.7,6.3,53.7,1968.8,275.7,47.6,6.6,325.8
2015-16,east riding of yorkshire,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,83.1,5781,76.9,28.73509934,97.8,1099.49,12.98448478,1215.68,119.5082063,97.07708089,98.5,3,64.55263852,1533.38,540.1090158,66.1,3.1,385
2016-17,east riding of yorkshire,Yorkshire and The Humber,8.1,69.5,0.425,81.6,5452,77.1,28.73509934,98,1157.61,12.98448478,1264.14,119.5082063,97.07708089,98.6,3,64.55263852,1499.77,540.1090158,65.4,0.6,387.8
2017-18,east riding of yorkshire,Yorkshire and The Humber,7.415964523,61.35920177,0.408,78.9,5143,73.7,28.73509934,97.9,1224.73,9,1327.1,65.7,64.9,98.9,3.5,52.3,1522.87,540.1090158,64.5,3.2,390.5
2018-19,east riding of yorkshire,Yorkshire and The Humber,8,68.6,0.404,73.5,5152,70.7,28.73509934,97.6,1307.32,8.6,1406.45,67.1,64.7,98.8,6.2,55.3,1558.55,192.2,64.8,2.9,382.5
2019-20,east riding of yorkshire,Yorkshire and The Humber,7.415964523,61.35920177,0.405,68.6,3394,74.7,28.73509934,97.4,1371.2,8.6,1448.53,55.9,54.5,98.9,3.8,59.4,1572.78,180.3,63.3,4.2,400.5
2020-21,east riding of yorkshire,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,71.01325167,3082,77.3,28.73509934,97.4,1430.99,7.9,1506.22,54.6,48.5,95.3,1.7,65.6,1667.7,178.9,60.8,6.8,450.7
2021-22,east riding of yorkshire,Yorkshire and The Humber,7.5,52.2,0.371,62.7,3039,72.3,31.4,97.4,1464.02,7.6,1558.7,56.6,43.9,96.7,4.4,65.8,1685.95,159.5,60.1,7.6,447.4
2015-16,enfield,London,7.415964523,61.35920177,0.402452128,73.8,1479,76.5,28.73509934,95.7,1054.9,12.98448478,1100.34,119.5082063,97.07708089,98.7,7.6,64.55263852,1903.17,540.1090158,35.9,5.4,636.2
2016-17,enfield,London,7.7,63,0.412,71.7,788,78.1,28.73509934,95.9,1101.01,12.98448478,1144.17,119.5082063,97.07708089,98.8,4.8,64.55263852,1837.45,540.1090158,37.2,5.2,600.6
2017-18,enfield,London,7.415964523,61.35920177,0.412,74.7,833,91.6,28.73509934,96,1152.33,5.3,1201.23,40.7,38.2,99.1,4.8,53.8,1848.66,540.1090158,35.9,4.3,605.3
2018-19,enfield,London,7.8,64.9,0.436,69.2,926,88.6,28.73509934,95.7,1216.26,3.7,1261.17,49.1,44.3,99,6.9,59.8,1859.23,377.7,33.4,5.2,633
2019-20,enfield,London,7.415964523,61.35920177,0.393,69,1080,95.9,28.73509934,95.5,1288.44,6.8,1311.48,43.5,41.4,98.6,6,61.6,1874.59,442.4,33.1,4.8,631.6
2020-21,enfield,London,7.415964523,61.35920177,0.402452128,71.01325167,772,91.2,28.73509934,94,1340.46,9,1363.77,58.1,50.1,86.3,5.1,63.4,1964.71,489.2,33.2,7.1,548.6
2021-22,enfield,London,7.4,57.5,0.403,65.9,1192,59.8,26.8,93.7,1342.18,9.2,1431.81,36.8,34.1,90.9,8.2,67.1,1985.82,458.8,30.9,22.4,600.2
2015-16,gateshead,North East,7.415964523,61.35920177,0.402452128,80.8,1683,77.5,28.73509934,95.6,892.85,12.98448478,1471.34,119.5082063,97.07708089,97.6,1,64.55263852,1919.01,540.1090158,33.2,4,617.2
2016-17,gateshead,North East,8.3,67.2,0.456,77.2,1679,77.6,28.73509934,95.8,937.71,12.98448478,1530.03,119.5082063,97.07708089,97.3,5.4,64.55263852,1837.28,540.1090158,34.2,4.4,611
2017-18,gateshead,North East,7.415964523,61.35920177,0.427,76.2,1940,72,28.73509934,95.9,987.84,22.2,1606.41,28,29,98.6,3.5,59.3,1870.92,540.1090158,32.8,4.8,614.4
2018-19,gateshead,North East,7.9,67.5,0.42,70.5,2244,73.8,28.73509934,95.7,1049.88,31.5,1686.63,25.3,25.8,98,3,60.1,1894.21,416.8,31.6,5.7,636
2019-20,gateshead,North East,7.415964523,61.35920177,0.4,67.6,2290,77.2,28.73509934,95.9,1113.91,16.7,1753.92,21.8,22.9,97.5,2,61.3,1911.35,400.7,32,3.3,629.8
2020-21,gateshead,North East,7.415964523,61.35920177,0.402452128,71.01325167,2578,76.5,28.73509934,94.1,1161.44,23.6,1823.91,41.2,37.7,88.4,3,60.3,2015.7,383.9,32.3,7.1,650.9
2021-22,gateshead,North East,8.4,63.5,0.431,75.9,2505,67.5,21.3,94.5,1216.31,23.6,1914.92,44.3,42.9,93.4,1,64.3,2095.34,366.3,31.7,8.5,651.2
2015-16,greenwich,London,7.415964523,61.35920177,0.402452128,67.7,1976,65.2,28.73509934,94.1,838.88,12.98448478,981.04,119.5082063,97.07708089,98.2,4.4,64.55263852,2029.82,540.1090158,34.8,9.8,638.4
2016-17,greenwich,London,7.3,64.8,0.362,70.7,1603,78.4,28.73509934,94.3,896.39,12.98448478,1020.18,119.5082063,97.07708089,98.2,6.1,64.55263852,1943.92,540.1090158,34.9,9.7,627.1
2017-18,greenwich,London,7.415964523,61.35920177,0.385,69.1,1307,80.6,28.73509934,94.7,949.66,8.4,1071.08,52,45,98.4,7.8,66.8,1977.58,540.1090158,35.1,8.8,608.1
2018-19,greenwich,London,6.9,62.1,0.392,70.2,1328,76.9,28.73509934,94.5,1020.31,8.5,1135.23,55.3,45.5,98.2,6.3,70.3,1987.98,282.5,33.4,7.5,616.5
2019-20,greenwich,London,7.415964523,61.35920177,0.34,63.8,1154,75.4,28.73509934,94.7,1077.55,8.5,1169.17,62,48.3,98.2,8.7,69.8,1976.5,286.1,33.2,9.3,580.1
2020-21,greenwich,London,7.415964523,61.35920177,0.402452128,71.01325167,1177,64,28.73509934,93.1,1106.8,7.5,1215.82,86.5,62.2,90.3,7.3,60.1,2073.46,307.5,31.5,9.2,616.9
2021-22,greenwich,London,6.8,45.9,0.381,62.8,1122,65.1,11,94,1149.07,7.6,1276.48,94.6,71.2,93.2,5.9,62.7,2080.21,303.7,31.5,8.9,608.4
2015-16,hackney,London,7.415964523,61.35920177,0.402452128,71.9,1448,71,28.73509934,94.1,786.37,12.98448478,998.45,119.5082063,97.07708089,95.8,4.5,64.55263852,2425.67,540.1090158,24.8,7.2,603.9
2016-17,hackney,London,6.9,47.5,0.35,72.7,1406,69.6,28.73509934,94.5,804.44,12.98448478,1018.42,119.5082063,97.07708089,96.6,6.2,64.55263852,2300.17,540.1090158,27,6.5,581.9
2017-18,hackney,London,7.415964523,61.35920177,0.366,69,1376,77.7,28.73509934,95,841.01,1,1048.97,52.1,48,98.1,7.2,51.2,2282.93,540.1090158,27.4,6.5,554
2018-19,hackney,London,6.9,65.5,0.385,68,1266,76.9,28.73509934,95,895.46,4.5,1080.44,52.2,46.7,97.3,7.5,57.1,2221.44,187.4,27.9,6.6,529.5
2019-20,hackney,London,7.415964523,61.35920177,0.382,58.4,1211,70.8,28.73509934,94.7,956.65,4.9,1134.35,40.3,35.8,96.2,5.3,60.4,2213.42,180.6,28.3,6.6,528.8
2020-21,hackney,London,7.415964523,61.35920177,0.402452128,71.01325167,1955.854717,74.45255198,28.73509934,84.7,1002.1,1.7,1179.61,49.9,43.8,72.4,6.4,60,2312.01,181.5,28.1,7.5,547.5
2021-22,hackney,London,7.415964523,61.35920177,0.402452128,71.01325167,1955.854717,74.45255198,27.8,63.8,1019.62,1.5,1238.47,53.6,41.2,59.5,8.5,60.9,2327.39,155.3,29.1,8.3,521.9
2015-16,halton,North West,7.415964523,61.35920177,0.402452128,78.3,970,81.2,28.73509934,95.2,844.46,12.98448478,1204.01,119.5082063,97.07708089,96.9,3.2,64.55263852,1847.81,540.1090158,41.4,3.9,585.9
2016-17,halton,North West,8.1,76.6,0.407,74.6,2102,54.6,28.73509934,95,894.38,12.98448478,1250.97,119.5082063,97.07708089,97.6,3.9,64.55263852,1768.62,540.1090158,43.6,4.8,580.3
2017-18,halton,North West,7.415964523,61.35920177,0.428,79.1,2289,63.9,28.73509934,94.6,950.38,22,1312.27,36.5,44.1,98.2,2.4,63.7,1797.25,540.1090158,43.5,6.8,550
2018-19,halton,North West,7.6,80,0.405,81.4,2214,76.6,28.73509934,94.7,1007.35,42.9,1377.88,34.8,53,98.3,3.1,70.2,1816.06,820.8,38.9,11.2,608
2019-20,halton,North West,7.415964523,61.35920177,0.428,79,1709,66.8,28.73509934,94.5,1066.14,41.9,1419.08,94.9,112.8,97.1,3.1,71,1830.11,541.5,37.5,11.1,616.8
2020-21,halton,North West,7.415964523,61.35920177,0.402452128,71.01325167,882,83,28.73509934,94.1,1113.36,40.5,1475.7,96.6,100.8,96.2,4.6,74.3,1926.8,522.9,39.3,11.8,621.8
2021-22,halton,North West,7.5,72.6,0.387,71.8,1069,60.6,17.8,94.1,1156.68,38.9,1549.34,114.2,114.1,97.4,1.6,78.9,1982.85,488.8,36.9,12.1,647.5
